1.4691 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.2876 	EXP 	Created square_12 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-15.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_12', opacity=1.0, ori=0.0, pos=array([-0.225, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.2884 	EXP 	Created square_13 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-16.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_13', opacity=1.0, ori=0.0, pos=array([-0.075, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.2892 	EXP 	Created square_14 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-17.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_14', opacity=1.0, ori=0.0, pos=array([ 0.075, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.2900 	EXP 	Created square_15 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-18.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_15', opacity=1.0, ori=0.0, pos=array([ 0.225, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.2937 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.4683 	EXP 	Created grid3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='resources/grid.png', interpolate=True, mask=None, maskParams=None, name='grid3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128.0, units='height', win=Window(...))
12.4693 	EXP 	Created square_16 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_16', opacity=1.0, ori=0.0, pos=array([-0.225,  0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4701 	EXP 	Created square_17 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_17', opacity=1.0, ori=0.0, pos=array([-0.075,  0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4710 	EXP 	Created square_18 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_18', opacity=1.0, ori=0.0, pos=array([0.075, 0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4718 	EXP 	Created square_19 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-6.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_19', opacity=1.0, ori=0.0, pos=array([0.225, 0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4725 	EXP 	Created square_20 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-7.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_20', opacity=1.0, ori=0.0, pos=array([-0.225,  0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4733 	EXP 	Created square_21 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-8.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_21', opacity=1.0, ori=0.0, pos=array([-0.075,  0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4741 	EXP 	Created square_22 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-9.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_22', opacity=1.0, ori=0.0, pos=array([0.075, 0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4749 	EXP 	Created square_23 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-10.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_23', opacity=1.0, ori=0.0, pos=array([0.225, 0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4757 	EXP 	Created square_24 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-11.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_24', opacity=1.0, ori=0.0, pos=array([-0.225, -0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4764 	EXP 	Created square_25 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-12.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_25', opacity=1.0, ori=0.0, pos=array([-0.075, -0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4772 	EXP 	Created square_26 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-13.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_26', opacity=1.0, ori=0.0, pos=array([ 0.075, -0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4780 	EXP 	Created square_27 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-14.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_27', opacity=1.0, ori=0.0, pos=array([ 0.225, -0.075]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4789 	EXP 	Created square_28 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-15.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_28', opacity=1.0, ori=0.0, pos=array([-0.225, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4796 	EXP 	Created square_29 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-16.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_29', opacity=1.0, ori=0.0, pos=array([-0.075, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4804 	EXP 	Created square_30 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-17.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_30', opacity=1.0, ori=0.0, pos=array([ 0.075, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
12.4812 	EXP 	Created square_31 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-18.0, fillColor=array([1.   , 0.004, 0.004]), fillColorSpace='rgb', fillRGB=array([1.   , 0.004, 0.004]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='square_31', opacity=1.0, ori=0.0, pos=array([ 0.225, -0.225]), size=array([0.13, 0.13]), units='height', vertices=ndarray(...), win=Window(...))
